"Country" "LocationYear" "Date" "Tx" "Tm" "Pp" "TTday" "TTday_s" "diff"
"1" "NZ" "Crowmwell1965" 1964-12-16 24.4 13.2 16.86 17.7044 18.8 106.188292175956
"2" "NZ" "Crowmwell1965" 1964-12-17 27.6 15.3 16.87 18.8349725 21.45 113.883893379722
"3" "NZ" "Crowmwell1965" 1964-12-18 28.2 13.2 16.87 18.089875 20.7 114.42865138648
"4" "NZ" "Crowmwell1965" 1964-12-19 20.7 10.2 16.87 15.493225 15.45 99.7210070853551
"5" "NZ" "Crowmwell1965" 1964-12-20 22.4 9.8 16.88 15.782555 16.1 102.011366347211
"6" "NZ" "Crowmwell1965" 1964-12-21 16.1 9.7 16.88 12.96368 12.9 99.5087814571171
"7" "NZ" "Crowmwell1965" 1964-12-22 16.4 6.1 16.88 11.352485 11.25 99.0972461095522
"8" "NZ" "Crowmwell1965" 1964-12-23 23.8 9.4 16.88 15.8878 16.6 104.482684827352
"9" "NZ" "Crowmwell1965" 1964-12-24 20 5.9 16.87 13.090295 12.95 98.9282518079233
"10" "NZ" "Crowmwell1965" 1964-12-25 26.7 10.2 16.87 16.7388625 18.45 110.222543497206
"11" "NZ" "Crowmwell1965" 1964-12-26 29.4 13.3 16.86 18.2491325 21.35 116.991862489902
"12" "NZ" "Crowmwell1965" 1964-12-27 28.5 16.1 16.85 19.13983 22.3 116.510961696107
"13" "NZ" "Crowmwell1965" 1964-12-28 27.2 14.6 16.84 18.551495 20.9 112.659384055032
"14" "NZ" "Crowmwell1965" 1964-12-29 28.2 14.4 16.83 18.570335 21.3 114.699061702441
"15" "NZ" "Crowmwell1965" 1964-12-30 31.8 12.6 16.82 17.94716 22.2 123.696451137673
"16" "NZ" "Crowmwell1965" 1964-12-31 28.4 17.7 16.81 19.638465 23.05 117.371698857319
"17" "NZ" "Crowmwell1965" 1965-01-01 25 11.2 16.81 16.9081 18.1 107.049284070948
"18" "NZ" "Crowmwell1965" 1965-01-02 23.3 9.6 16.79 15.89065 16.45 103.519994462152
"19" "NZ" "Crowmwell1965" 1965-01-03 27.7 14.7 16.77 18.641225 21.2 113.726431605219
"20" "NZ" "Crowmwell1965" 1965-01-04 26.6 13.4 16.76 18.01109 20 111.042696472007
"21" "NZ" "Crowmwell1965" 1965-01-05 24.6 10.3 16.74 16.43285 17.45 106.189735803589
"22" "NZ" "Crowmwell1965" 1965-01-06 21.6 11.4 16.72 16.328735 16.5 101.048856509705
"23" "NZ" "Crowmwell1965" 1965-01-07 22.4 9 16.69 15.400495 15.7 101.944775151708
"24" "NZ" "Crowmwell1965" 1965-01-08 12.6 9 16.67 10.83582 10.8 99.6694297247463
"25" "NZ" "Crowmwell1965" 1965-01-09 19 11 16.65 15.0796 15 99.4721345393777
"26" "NZ" "Crowmwell1965" 1965-01-10 24.9 13.6 16.62 17.9223725 19.25 107.407654873818
"27" "NZ" "Crowmwell1965" 1965-01-11 26.1 12.5 16.6 17.60082 19.3 109.653982030383
"28" "NZ" "Crowmwell1965" 1965-01-12 25 14 16.57 18.092575 19.5 107.779019846539
"29" "NZ" "Crowmwell1965" 1965-01-13 25.6 15.4 16.54 18.713115 20.5 109.548837807067
"30" "NZ" "Crowmwell1965" 1965-01-14 23.8 12 16.51 17.0591 17.9 104.929333903899
"31" "NZ" "Crowmwell1965" 1965-01-15 23.6 16.1 16.48 18.7949375 19.85 105.613546200938
"32" "NZ" "Crowmwell1965" 1965-01-16 20.3 12 16.45 16.215835 16.15 99.5940079558037
"33" "NZ" "Crowmwell1965" 1965-01-17 27.2 15.2 16.41 18.7829 21.2 112.868619861683
"34" "NZ" "Crowmwell1965" 1965-01-18 30.1 15.3 16.38 18.95641 22.7 119.748412278485
"35" "NZ" "Crowmwell1965" 1965-01-19 32.5 12.8 16.34 17.877685 22.65 126.694255995673
"36" "NZ" "Crowmwell1965" 1965-01-20 30.6 18.8 16.31 19.889165 24.7 124.188220068565
"37" "NZ" "Crowmwell1965" 1965-01-21 27.2 12.8 16.27 17.83028 20 112.16873767546
"38" "NZ" "Crowmwell1965" 1965-01-22 13.4 9.1 16.23 11.292785 11.25 99.6211297744533
"39" "NZ" "Crowmwell1965" 1965-01-23 16.6 9.4 16.19 13.07164 13 99.4519432909719
"40" "NZ" "Crowmwell1965" 1965-01-24 18.4 5.6 16.15 12.12736 12 98.9498126550214
"41" "NZ" "Crowmwell1965" 1965-01-25 17.3 6.4 16.11 11.958455 11.85 99.0930684607669
"42" "NZ" "Crowmwell1965" 1965-01-26 19.7 10.6 16.07 15.240545 15.15 99.4058939493305
"43" "NZ" "Crowmwell1965" 1965-01-27 19.4 11.7 16.03 15.626615 15.55 99.5097146758911
"44" "NZ" "Crowmwell1965" 1965-01-28 22.1 12.1 15.99 16.79925 17.1 101.790258493683
"45" "NZ" "Crowmwell1965" 1965-01-29 22.4 11.7 15.94 16.67965 17.05 102.220370331512
"46" "NZ" "Crowmwell1965" 1965-01-30 21.7 14.9 15.9 17.9991 18.3 101.671750254179
"47" "NZ" "Crowmwell1965" 1965-01-31 20.5 13.9 15.85 17.21967 17.2 99.8857701686501
"48" "NZ" "Crowmwell1965" 1965-02-01 18.7 11.2 15.81 15.024625 14.95 99.5033153905672
"49" "NZ" "Crowmwell1965" 1965-02-02 23.8 10.4 15.76 16.3383 17.1 104.662051743449
"50" "NZ" "Crowmwell1965" 1965-02-03 21.7 12.4 15.71 16.8335525 17.05 101.285809991682
"51" "NZ" "Crowmwell1965" 1965-02-04 28.3 8.6 15.67 16.2567025 18.45 113.491650597653
"52" "NZ" "Crowmwell1965" 1965-02-05 26.3 11.1 15.62 17.05974 18.7 109.614800694501
"53" "NZ" "Crowmwell1965" 1965-02-06 17.7 11.9 15.57 14.85771 14.8 99.6115821347973
"54" "NZ" "Crowmwell1965" 1965-02-07 22.5 5.9 15.52 13.947255 14.2 101.812148698794
"55" "NZ" "Crowmwell1965" 1965-02-08 26.7 16.7 15.47 19.24825 21.7 112.737521592872
"56" "NZ" "Crowmwell1965" 1965-02-09 21.1 6.1 15.42 13.64925 13.6 99.639174313607
"57" "NZ" "Crowmwell1965" 1965-02-10 26.1 8.4 15.37 15.83865 17.25 108.910797321741
"58" "NZ" "Crowmwell1965" 1965-02-11 26.1 14.8 15.32 18.5223725 20.45 110.407022642483
"59" "NZ" "Crowmwell1965" 1965-02-12 24.9 8.6 15.27 15.71935 16.75 106.556568814868
"60" "NZ" "Crowmwell1965" 1965-02-13 13.9 6.8 15.22 10.420645 10.35 99.3220669162034
"61" "NZ" "Crowmwell1965" 1965-02-14 14.8 6.3 15.17 10.634575 10.55 99.2047166906059
"62" "NZ" "Crowmwell1965" 1965-02-15 18.1 7.6 15.11 12.954475 12.85 99.1935219296807
"63" "NZ" "Crowmwell1965" 1965-02-16 17.8 11.6 15.06 14.76169 14.7 99.5820939201406
"64" "NZ" "Crowmwell1965" 1965-02-17 22.8 13.8 15.01 17.6955 18.3 103.41612274307
"65" "NZ" "Crowmwell1965" 1965-02-18 24.9 9.7 14.96 16.2149 17.3 106.691993166779
"66" "NZ" "Crowmwell1965" 1965-02-19 17.3 8.3 14.9 12.88955 12.8 99.3052511530659
"67" "NZ" "Crowmwell1965" 1965-02-20 19.9 6.9 14.85 13.52935 13.4 99.0439304179432
"68" "NZ" "Crowmwell1965" 1965-02-21 20.4 10.3 14.8 15.425745 15.35 99.5089702312595
"69" "NZ" "Crowmwell1965" 1965-02-22 18.3 2.2 14.74 10.410195 10.25 98.4611719569134
"70" "NZ" "Crowmwell1965" 1965-02-23 18.9 10.8 14.69 14.930595 14.85 99.4602023563026
"71" "NZ" "Crowmwell1965" 1965-02-24 19.6 9.8 14.63 14.79751 14.7 99.341037782708
"72" "NZ" "Crowmwell1965" 1965-02-25 21.6 9.3 14.58 15.3258275 15.45 100.810217262331
"73" "NZ" "Crowmwell1965" 1965-02-26 20.8 3.1 14.53 12.070365 11.95 99.0028056318098
"74" "NZ" "Crowmwell1965" 1965-02-27 20.1 3.1 14.47 11.76915 11.6 98.5627679144203
"75" "NZ" "Crowmwell1965" 1965-02-28 20.3 13.1 14.42 16.75214 16.7 99.6887561827922
"76" "NZ" "Crowmwell1965" 1965-03-01 22.5 9.3 14.36 15.57101 15.9 102.112836611113
"77" "NZ" "Crowmwell1965" 1965-03-02 20.8 3.2 14.31 12.11912 12 99.0170903497944
"78" "NZ" "Crowmwell1965" 1965-03-03 11.9 5.6 14.25 8.812685 8.75 99.2886957834077
"79" "NZ" "Crowmwell1965" 1965-03-04 17.2 4.7 14.2 11.074375 10.95 98.8769117896044
"80" "NZ" "Crowmwell1965" 1965-03-05 22.2 4.1 14.14 13.0058925 13.15 101.108017000756
"81" "NZ" "Crowmwell1965" 1965-03-06 16.1 1.8 14.09 9.092285 8.95 98.4351018473354
"82" "NZ" "Crowmwell1965" 1965-03-07 20.4 9.4 14.03 14.98695 14.9 99.4198285842016
"83" "NZ" "Crowmwell1965" 1965-03-08 23.9 10.3 13.97 16.3107 17.1 104.839154665342
"84" "NZ" "Crowmwell1965" 1965-03-09 27.8 14.4 13.92 18.530955 21.1 113.863532667367
"85" "NZ" "Crowmwell1965" 1965-03-10 26.1 15.3 13.86 18.72271 20.7 110.560917730393
"86" "NZ" "Crowmwell1965" 1965-03-11 18.8 11.3 13.81 15.124625 15.05 99.5065993371736
"87" "NZ" "Crowmwell1965" 1965-03-12 24.6 8.9 13.75 15.80215 16.75 105.998234417468
"88" "NZ" "Crowmwell1965" 1965-03-13 27.4 12.4 13.7 17.689875 19.9 112.493728757269
"89" "NZ" "Crowmwell1965" 1965-03-14 24.7 15.8 13.64 18.7839925 20.25 107.804557524179
"90" "NZ" "Crowmwell1965" 1965-03-15 23.4 17.5 13.59 19.3360175 20.45 105.761178588093
"91" "NZ" "Crowmwell1965" 1965-03-16 23.1 9.3 13.53 15.7206 16.2 103.049501927407
"92" "NZ" "Crowmwell1965" 1965-03-17 12.3 7.9 13.48 10.14378 10.1 99.5684054662069
"93" "NZ" "Crowmwell1965" 1965-03-18 14.2 3.7 13.42 9.054475 8.95 98.8461506603088
"94" "NZ" "Crowmwell1965" 1965-03-19 21.3 4.8 13.37 13.092925 13.05 99.6721511808859
"95" "NZ" "Crowmwell1965" 1965-03-20 25.1 15.2 13.31 18.5833175 20.15 108.430585658347
"96" "NZ" "Crowmwell1965" 1965-03-21 19.9 10.1 13.26 15.09751 15 99.3541319065197
"97" "NZ" "Crowmwell1965" 1965-03-22 23.9 8.9 13.2 15.68 16.4 104.591836734694
"98" "NZ" "Crowmwell1965" 1965-03-23 23.4 13.3 13.15 17.57495 18.35 104.409969871892
"99" "NZ" "Crowmwell1965" 1965-03-24 20.6 12.9 13.09 16.770865 16.75 99.8755878125547
"100" "NZ" "Crowmwell1965" 1965-03-25 19.7 10.7 13.04 15.28955 15.2 99.41430584942
"101" "NZ" "Crowmwell1965" 1965-03-26 16.6 11.8 12.99 14.24776 14.2 99.6647894125112
"102" "NZ" "Crowmwell1965" 1965-03-27 18.2 9.1 12.93 13.740545 13.65 99.341037782708
"103" "NZ" "Crowmwell1965" 1965-03-28 19.4 3.6 12.88 11.65721 11.5 98.6513925716359
"104" "NZ" "Crowmwell1965" 1965-03-29 18.6 8.3 12.82 13.552485 13.45 99.2437918212048
"105" "NZ" "Crowmwell1965" 1965-03-30 17.6 1 12.77 9.46517 9.3 98.2549705921816
"106" "NZ" "Crowmwell1965" 1965-03-31 16.4 0.6 12.72 8.65721 8.5 98.1840569883369
"107" "NZ" "Crowmwell1965" 1965-04-01 12.9 2.4 12.66 7.754475 7.65 98.6527134332111
"108" "NZ" "Crowmwell1965" 1965-04-02 20.3 4.8 12.61 12.704225 12.55 98.7860337801007
"109" "NZ" "Crowmwell1965" 1965-04-03 13.9 7.2 12.56 10.616665 10.55 99.372072114925
"110" "NZ" "Crowmwell1965" 1965-04-04 16.7 0.8 12.5 8.908205 8.75 98.224052993841
"111" "NZ" "Crowmwell1965" 1965-04-05 16.7 0.6 12.45 8.810195 8.65 98.1817088044022
"112" "NZ" "Crowmwell1965" 1965-04-06 18.4 2.1 12.4 10.412185 10.25 98.4423538383154
"113" "NZ" "Crowmwell1965" 1965-04-07 21.4 7.2 12.35 14.268435 14.3 100.221222579771
"114" "NZ" "Crowmwell1965" 1965-04-08 10.2 -0.6 12.3 4.90746 4.8 97.8102725238718
"115" "NZ" "Crowmwell1965" 1965-04-09 14.3 1.3 12.24 7.92935 7.8 98.3687187474383
"116" "NZ" "Crowmwell1965" 1965-04-10 16.2 1.1 12.19 8.800245 8.65 98.2927179868288
"117" "NZ" "Crowmwell1965" 1965-04-11 15.3 6.2 12.14 10.840545 10.75 99.1647560154955
"118" "NZ" "Crowmwell1965" 1965-04-12 14.9 1.8 12.09 8.480345 8.35 98.4629752681052
"119" "NZ" "Crowmwell1965" 1965-04-13 17.7 2.1 12.04 10.05522 9.9 98.4563241778897
"120" "NZ" "Crowmwell1965" 1965-04-14 14.1 1.7 11.99 8.02338 7.9 98.4622440916422
"121" "NZ" "Crowmwell1965" 1965-04-15 14.5 -1.2 11.94 6.8435675 6.65 97.1715410127832
"122" "NZ" "Crowmwell1965" 1965-04-16 16.8 1.9 11.89 9.498255 9.35 98.4391343462562
"123" "NZ" "Crowmwell1965" 1965-04-17 18.2 5.1 11.84 11.780345 11.65 98.8935383471367
"124" "NZ" "Crowmwell1965" 1965-04-18 21.6 8.6 11.79 14.991525 15.1 100.723575486817
"125" "NZ" "Crowmwell1965" 1965-04-19 21.3 10.5 11.74 15.81719 15.9 100.523544321084
"126" "NZ" "Crowmwell1965" 1965-04-20 19.3 6.5 11.69 13.02736 12.9 99.0223652374695
"127" "NZ" "Crowmwell1965" 1965-04-21 19.2 6.3 11.65 12.878355 12.75 99.003327676555
"128" "NZ" "Crowmwell1965" 1965-04-22 19.9 3.7 11.6 11.96119 11.8 98.6523916098649
"129" "NZ" "Crowmwell1965" 1965-04-23 20.9 10.4 11.55 15.6604625 15.65 99.9331916282804
"130" "NZ" "Crowmwell1965" 1965-04-24 16.2 7 11.5 11.69154 11.6 99.2170406978037
"131" "NZ" "Crowmwell1965" 1965-04-25 10.6 -0.3 11.46 5.258455 5.15 97.9375120639047
"132" "NZ" "Crowmwell1965" 1965-04-26 16.1 2.6 11.41 9.484325 9.35 98.5837157625872
"133" "NZ" "Crowmwell1965" 1965-04-27 16.6 2.4 11.37 9.64129 9.5 98.5345322047153
"134" "NZ" "Crowmwell1965" 1965-04-28 18.7 2.2 11.32 10.614175 10.45 98.4532476617354
"135" "NZ" "Crowmwell1965" 1965-04-29 15.5 5.6 11.27 10.648505 10.55 99.0749405667744
"136" "NZ" "Crowmwell1965" 1965-04-30 14.4 4.3 11.23 9.450495 9.35 98.9366165475988
"137" "NZ" "Crowmwell1965" 1965-05-01 11.3 4 11.19 7.722635 7.65 99.0594531529718
"138" "NZ" "Crowmwell1965" 1965-05-02 10.8 2 11.14 6.48756 6.4 98.6503400353908
"139" "NZ" "Crowmwell1965" 1965-05-03 9.9 3.2 11.1 6.616665 6.55 98.9924682600676
"140" "NZ" "Crowmwell1965" 1965-05-04 11.7 -3.7 11.06 4.792675 4 83.4606978357598
"141" "NZ" "Crowmwell1965" 1965-05-05 11.1 -1.6 11.02 5.023 4.75 94.5650009954211
"142" "NZ" "Crowmwell1965" 1965-05-06 15.2 0.8 10.97 8.14328 8 98.2405124225128
"143" "NZ" "Crowmwell1965" 1965-05-07 15.7 3.9 10.93 9.91741 9.8 98.816122354526
"144" "NZ" "Crowmwell1965" 1965-05-08 10.4 2.5 10.89 6.528605 6.45 98.7959908740075
"145" "NZ" "Crowmwell1965" 1965-05-09 13.1 -3.2 10.85 5.587 4.95 88.5985323071416
"146" "NZ" "Crowmwell1965" 1965-05-10 12.1 -3.9 10.81 4.9445 4.1 82.9204166245323
"147" "NZ" "Crowmwell1965" 1965-05-11 10.4 -6.7 10.77 3.7020125 1.85 49.9728188384021
"148" "NZ" "Crowmwell1965" 1965-05-12 9.9 -6.5 10.74 3.50405 1.7 48.5152894507784
"149" "NZ" "Crowmwell1965" 1965-05-13 5.4 -5.1 10.7 1.7615625 0.15 8.51516764236298
"150" "NZ" "Crowmwell1965" 1965-05-14 7.7 -2.1 10.66 3.227 2.8 86.7678958785249
"151" "NZ" "Crowmwell1965" 1965-05-15 15.6 -0.1 10.63 7.906215 7.75 98.0241493559181
"152" "NZ" "Crowmwell1965" 1965-05-16 12.7 -4.2 10.59 5.1722375 4.25 82.1694672760096
"153" "NZ" "Crowmwell1965" 1965-05-17 13.6 1.6 10.56 7.7194 7.6 98.4532476617354
"154" "NZ" "Crowmwell1965" 1965-05-18 17.2 7.2 10.52 12.2995 12.2 99.1910240253669
"155" "NZ" "Crowmwell1965" 1965-05-19 11.8 -2.2 10.49 5.21 4.8 92.1305182341651
"156" "NZ" "Crowmwell1965" 1965-05-20 12.2 1.1 10.46 6.760445 6.65 98.3663057683333
"157" "NZ" "Crowmwell1965" 1965-05-21 9.9 3.8 10.42 6.910695 6.85 99.1217236471874
"158" "NZ" "Crowmwell1965" 1965-05-22 13.1 1 10.39 7.170395 7.05 98.3209432674211
"159" "NZ" "Crowmwell1965" 1965-05-23 13.9 6.5 10.36 10.27363 10.2 99.2833107674697
"160" "NZ" "Crowmwell1965" 1965-05-24 16.9 3.9 10.33 10.52935 10.4 98.771529106735
"161" "NZ" "Crowmwell1965" 1965-05-25 14.1 -3.1 10.31 6.103 5.5 90.119613304932
"162" "NZ" "Crowmwell1965" 1965-05-26 9.9 -5.1 10.28 3.733125 2.4 64.2893018583626
"163" "NZ" "Crowmwell1965" 1965-05-27 7 -4.5 10.25 2.4933125 1.25 50.1341087408818
"164" "NZ" "Crowmwell1965" 1965-05-28 4.4 -4.2 10.22 1.431375 0.1 6.98628940703869
"165" "NZ" "Crowmwell1965" 1965-05-29 7.7 -5.8 10.2 2.6434375 0.95 35.9380541435158
"166" "NZ" "Crowmwell1965" 1965-05-30 11.7 -0.7 10.17 5.62338 5.5 97.8059458901942
"167" "NZ" "Crowmwell1965" 1965-05-31 7.93 0.8 10.15 4.4359435 4.365 98.4007122723723
"168" "NZ" "Crowmwell1965" 1965-06-01 9.11 6.5 10.13 7.8309695 7.805 99.6683743947668
"169" "NZ" "Crowmwell1965" 1965-06-02 9.58 5 10.11 7.335571 7.29 99.3787668335566
"170" "NZ" "Crowmwell1965" 1965-06-03 8.88 1.9 10.09 5.459451 5.39 98.7278757516095
"171" "NZ" "Crowmwell1965" 1965-06-04 9.19 3.1 10.07 6.2055955 6.145 99.0235344859329
"172" "NZ" "Crowmwell1965" 1965-06-05 9.22 1.7 10.05 5.534824 5.46 98.6481232284893
"173" "NZ" "Crowmwell1965" 1965-06-06 12.5 0.6 10.03 6.668405 6.55 98.2243879908314
"174" "NZ" "Crowmwell1965" 1965-06-07 12.8 1.2 10.01 7.11542 7 98.3778891477945
"175" "NZ" "Crowmwell1965" 1965-06-08 16.1 3.7 10 10.02338 9.9 98.7690778958794
"176" "NZ" "Crowmwell1965" 1965-06-09 13.9 4.4 9.98 9.244525 9.15 98.9775029003653
"177" "NZ" "Crowmwell1965" 1965-06-10 12.2 3.4 9.97 7.88756 7.8 98.889897509496
"178" "NZ" "Crowmwell1965" 1965-06-11 11.9 2.6 9.96 7.342535 7.25 98.7397404302465
"179" "NZ" "Crowmwell1965" 1965-06-12 9.3 2 9.94 5.722635 5.65 98.7307420445302
"180" "NZ" "Crowmwell1965" 1965-06-13 7.8 0.2 9.93 4.07562 4 98.1445767760488
"181" "NZ" "Crowmwell1965" 1965-06-14 9.2 -0.7 9.92 4.3649725 4.25 97.3660200608366
"182" "NZ" "Crowmwell1965" 1965-06-15 6.7 -1.8 9.92 2.815 2.45 87.0337477797513
"183" "NZ" "Crowmwell1965" 1965-06-16 9.3 -3.3 9.91 3.750825 3 79.9824038711483
"184" "NZ" "Crowmwell1965" 1965-06-17 7.2 -2 9.9 3.008 2.6 86.436170212766
"185" "NZ" "Crowmwell1965" 1965-06-18 4.4 -5.3 9.9 1.3330625 -0.45 -33.75685686155
"186" "NZ" "Crowmwell1965" 1965-06-19 12.2 -3.6 9.89 5.042 4.3 85.2836176120587
"187" "NZ" "Crowmwell1965" 1965-06-20 11.7 2.3 9.89 7.09353 7 98.6814745267871
"188" "NZ" "Crowmwell1965" 1965-06-21 13.9 -2.5 9.89 6.161 5.7 92.5174484661581
"189" "NZ" "Crowmwell1965" 1965-06-22 11.8 1.1 9.88 6.556465 6.45 98.3761828973387
"190" "NZ" "Crowmwell1965" 1965-06-23 13.9 2.6 9.88 8.362435 8.25 98.6554753489863
"191" "NZ" "Crowmwell1965" 1965-06-24 8.1 2.8 9.89 5.502735 5.45 99.0416583753352
"192" "NZ" "Crowmwell1965" 1965-06-25 3.9 -2.3 9.89 1.423025 0.8 56.2182674232709
"193" "NZ" "Crowmwell1965" 1965-06-26 4.9 -5.1 9.89 1.55625 -0.0999999999999996 -6.42570281124496
"194" "NZ" "Crowmwell1965" 1965-06-27 4.7 2.2 9.9 3.474875 3.45 99.2841469117594
"195" "NZ" "Crowmwell1965" 1965-06-28 4.7 -1.1 9.9 2.017 1.8 89.2414476945959
"196" "NZ" "Crowmwell1965" 1965-06-29 7.3 -5.2 9.91 2.5328125 1.05 41.4558914250463
"197" "NZ" "Crowmwell1965" 1965-06-30 5.7 -5.8 9.91 1.8221875 -0.0499999999999998 -2.74395472474703
"198" "NZ" "Crowmwell1965" 1965-07-01 4.2 -5.4 9.92 1.242 -0.6 -48.3091787439613
"199" "NZ" "Crowmwell1965" 1965-07-02 1.8 -0.9 9.93 0.6832125 0.45 65.865305450354
"200" "NZ" "Crowmwell1965" 1965-07-03 -0.3 -1.6 9.94 0 -0.95 -Inf
"201" "NZ" "Crowmwell1965" 1965-07-04 3.1 -4.6 9.95 0.8618125 -0.75 -87.0258902023352
"202" "NZ" "Crowmwell1965" 1965-07-05 5.8 -4.2 9.97 2.00625 0.8 39.8753894080997
"203" "NZ" "Crowmwell1965" 1965-07-06 13.2 3.1 9.98 8.250495 8.15 98.7819518707665
"204" "NZ" "Crowmwell1965" 1965-07-07 10.3 -1.9 10 4.553 4.2 92.2468701954755
"205" "NZ" "Crowmwell1965" 1965-07-08 6 -4.5 10.01 2.0615625 0.75 36.3801728058208
"206" "NZ" "Crowmwell1965" 1965-07-09 4.2 -4.4 10.03 1.331375 -0.1 -7.51103182799737
"207" "NZ" "Crowmwell1965" 1965-07-10 2.6 -2.8 10.05 0.817375 -0.0999999999999999 -12.2342865881633
"208" "NZ" "Crowmwell1965" 1965-07-11 5.6 -2.1 10.06 2.2400875 1.75 78.1219483613921
"209" "NZ" "Crowmwell1965" 1965-07-12 4.1 -3.9 10.08 1.335 0.0999999999999999 7.49063670411984
"210" "NZ" "Crowmwell1965" 1965-07-13 4.5 -6.2 10.1 1.2936875 -0.85 -65.7036571815064
"211" "NZ" "Crowmwell1965" 1965-07-14 3.9 -6.1 10.13 1.067 -1.1 -103.092783505155
"212" "NZ" "Crowmwell1965" 1965-07-15 5.1 -7.2 10.15 1.4506875 -1.05 -72.3794752488044
"213" "NZ" "Crowmwell1965" 1965-07-16 0.6 -7.1 10.17 0.0557500000000001 -3.25 -5829.59641255605
"214" "NZ" "Crowmwell1965" 1965-07-17 5.6 -3.1 10.2 2.0764625 1.25 60.1985347676637
"215" "NZ" "Crowmwell1965" 1965-07-18 12.2 -0.7 10.22 5.878355 5.75 97.8164809712922
"216" "NZ" "Crowmwell1965" 1965-07-19 9.6 -2.4 10.25 4.08 3.6 88.235294117647
"217" "NZ" "Crowmwell1965" 1965-07-20 9.9 -1.4 10.27 4.487 4.25 94.7180744372632
"218" "NZ" "Crowmwell1965" 1965-07-21 10 -4.1 10.3 3.9428875 2.95 74.8182645332894
"219" "NZ" "Crowmwell1965" 1965-07-22 6.8 -6.4 10.33 2.22025 0.2 9.00799459520323
"220" "NZ" "Crowmwell1965" 1965-07-23 7.1 -5.1 10.36 2.459625 1 40.6566041571378
"221" "NZ" "Crowmwell1965" 1965-07-24 2.9 -1.4 10.39 1.1089125 0.75 67.6338304419871
"222" "NZ" "Crowmwell1965" 1965-07-25 7.7 1 10.42 4.416665 4.35 98.4906032040012
"223" "NZ" "Crowmwell1965" 1965-07-26 9.8 3.9 10.45 6.908705 6.85 99.1502749068024
"224" "NZ" "Crowmwell1965" 1965-07-27 10.1 -1.7 10.48 4.507 4.2 93.1883736410029
"225" "NZ" "Crowmwell1965" 1965-07-28 11.2 -1.5 10.52 5.098 4.85 95.1353471949784
"226" "NZ" "Crowmwell1965" 1965-07-29 13.2 0 10.55 6.73134 6.6 98.0488283165016
"227" "NZ" "Crowmwell1965" 1965-07-30 9.8 -2.2 10.59 4.23 3.8 89.8345153664303
"228" "NZ" "Crowmwell1965" 1965-07-31 6.7 -0.4 10.62 3.220645 3.15 97.8064952827772
"229" "NZ" "Crowmwell1965" 1965-08-01 7.2 -0.1 10.66 3.622635 3.55 97.9949677513744
"230" "NZ" "Crowmwell1965" 1965-08-02 9.7 -3.9 10.69 3.8372 2.9 75.5759407901595
"231" "NZ" "Crowmwell1965" 1965-08-03 7.4 -2.3 10.73 3.0378375 2.55 83.941290473898
"232" "NZ" "Crowmwell1965" 1965-08-04 5.1 -5 10.77 1.6473125 0.0499999999999998 3.0352468035057
"233" "NZ" "Crowmwell1965" 1965-08-05 3.8 -5.9 10.81 1.041365 -1.05 -100.82920013636
"234" "NZ" "Crowmwell1965" 1965-08-06 1.6 -5.7 10.85 0.311285 -2.05 -658.560483158519
"235" "NZ" "Crowmwell1965" 1965-08-07 -0.4 -4.3 10.89 0 -2.35 -Inf
"236" "NZ" "Crowmwell1965" 1965-08-08 9.8 -2.8 10.93 4.074 3.5 85.9106529209622
"237" "NZ" "Crowmwell1965" 1965-08-09 9.1 -3.1 10.97 3.691275 3 81.2727309669423
"238" "NZ" "Crowmwell1965" 1965-08-10 8.3 -1.3 11.01 3.729 3.5 93.8589434164655
"239" "NZ" "Crowmwell1965" 1965-08-11 11.1 2.8 11.05 7.032585 6.95 98.8256807418609
"240" "NZ" "Crowmwell1965" 1965-08-12 12.2 1.9 11.09 7.152485 7.05 98.5671413501741
"241" "NZ" "Crowmwell1965" 1965-08-13 14.4 -0.6 11.14 7.04925 6.9 97.8827534844132
"242" "NZ" "Crowmwell1965" 1965-08-14 10.2 -4.7 11.18 3.9369875 2.75 69.8503614756206
"243" "NZ" "Crowmwell1965" 1965-08-15 8.8 -1.9 11.22 3.818 3.45 90.3614457831325
"244" "NZ" "Crowmwell1965" 1965-08-16 10.1 -3.9 11.27 4.02175 3.1 77.080872754398
"245" "NZ" "Crowmwell1965" 1965-08-17 6.1 -0.8 11.31 2.781 2.65 95.289464221503
"246" "NZ" "Crowmwell1965" 1965-08-18 11 2.4 11.36 6.78557 6.7 98.7389416069689
"247" "NZ" "Crowmwell1965" 1965-08-19 10.6 2.5 11.41 6.630595 6.55 98.7844982237642
"248" "NZ" "Crowmwell1965" 1965-08-20 7.7 1.1 11.45 4.46567 4.4 98.5294479887676
"249" "NZ" "Crowmwell1965" 1965-08-21 11.7 -0.3 11.5 5.8194 5.7 97.9482420868131
"250" "NZ" "Crowmwell1965" 1965-08-22 9.8 2.3 11.54 6.124625 6.05 98.7815580545748
"251" "NZ" "Crowmwell1965" 1965-08-23 6.4 0.6 11.59 3.55771 3.5 98.3778891477945
"252" "NZ" "Crowmwell1965" 1965-08-24 5.9 -4.7 11.64 2.002625 0.6 29.9606766119468
"253" "NZ" "Crowmwell1965" 1965-08-25 9.4 -3.1 11.69 3.8296875 3.15 82.2521419828641
"254" "NZ" "Crowmwell1965" 1965-08-26 9.6 -5.2 11.74 3.57835 2.2 61.480850112482
